time,x,y,theta
0.00300,0.99956,0.40297,2.00453
0.00600,0.99955,0.40298,2.00486
0.00900,0.99955,0.40298,2.00513
0.01200,0.99955,0.40299,2.00547
0.01500,0.99954,0.40300,2.00561
0.01800,0.99953,0.40303,2.00581
0.02100,0.99951,0.40307,2.00595
0.02400,0.99948,0.40314,2.00588
0.02700,0.99943,0.40325,2.00568
0.03000,0.99937,0.40337,2.00547
0.03300,0.99930,0.40352,2.00520
0.03600,0.99923,0.40368,2.00480
0.03900,0.99914,0.40386,2.00453
0.04200,0.99905,0.40407,2.00405
0.04500,0.99895,0.40428,2.00372
0.04800,0.99884,0.40452,2.00317
0.05100,0.99873,0.40476,2.00263
0.05400,0.99862,0.40501,2.00209
0.05700,0.99849,0.40528,2.00142
0.06000,0.99837,0.40555,2.00081
0.06300,0.99824,0.40584,2.00013
0.06600,0.99810,0.40613,1.99932
0.06900,0.99797,0.40642,1.99858
0.07200,0.99784,0.40672,1.99763
0.07500,0.99770,0.40702,1.99669
0.07800,0.99757,0.40731,1.99574
0.08100,0.99743,0.40761,1.99479
0.08400,0.99730,0.40791,1.99385
0.08700,0.99715,0.40822,1.99270
0.09000,0.99702,0.40854,1.99169
0.09300,0.99687,0.40885,1.99060
0.09600,0.99672,0.40918,1.98946
0.09900,0.99657,0.40953,1.98824
0.10200,0.99643,0.40986,1.98709
0.10500,0.99627,0.41021,1.98587
0.10800,0.99610,0.41059,1.98473
0.11100,0.99594,0.41095,1.98351
0.11400,0.99578,0.41134,1.98222
0.11700,0.99560,0.41175,1.98081
0.12000,0.99542,0.41217,1.97939
0.12300,0.99523,0.41260,1.97790
0.12600,0.99504,0.41302,1.97662
0.12900,0.99486,0.41347,1.97513
0.13200,0.99466,0.41395,1.97364
0.13500,0.99446,0.41439,1.97216
0.13800,0.99426,0.41487,1.97060
0.14100,0.99405,0.41536,1.96905
0.14400,0.99385,0.41585,1.96749
0.14700,0.99364,0.41635,1.96594
0.15000,0.99344,0.41684,1.96452
0.15300,0.99322,0.41735,1.96310
0.15600,0.99301,0.41785,1.96168
0.15900,0.99280,0.41838,1.96013
0.16200,0.99259,0.41890,1.95871
0.16500,0.99237,0.41943,1.95715
0.16800,0.99217,0.41992,1.95567
0.17100,0.99196,0.42044,1.95418
0.17400,0.99175,0.42097,1.95256
0.17700,0.99155,0.42147,1.95094
0.18000,0.99134,0.42199,1.94938
0.18300,0.99114,0.42248,1.94796
0.18600,0.99094,0.42300,1.94647
0.18900,0.99074,0.42350,1.94492
0.19200,0.99054,0.42401,1.94330
0.19500,0.99035,0.42452,1.94181
0.19800,0.99015,0.42503,1.94026
0.20100,0.98997,0.42550,1.93891
0.20400,0.98978,0.42598,1.93755
0.20700,0.98960,0.42646,1.93614
0.21000,0.98941,0.42695,1.93472
0.21300,0.98922,0.42744,1.93330
0.21600,0.98904,0.42793,1.93208
0.21900,0.98886,0.42839,1.93093
0.22200,0.98868,0.42888,1.92965
0.22500,0.98849,0.42938,1.92850
0.22800,0.98831,0.42987,1.92728
0.23100,0.98811,0.43040,1.92620
0.23400,0.98793,0.43090,1.92519
0.23700,0.98774,0.43141,1.92404
0.24000,0.98754,0.43194,1.92302
0.24300,0.98735,0.43247,1.92194
0.24600,0.98715,0.43300,1.92079
0.24900,0.98696,0.43354,1.91985
0.25200,0.98676,0.43408,1.91883
0.25500,0.98657,0.43462,1.91782
0.25800,0.98637,0.43517,1.91694
0.26100,0.98617,0.43572,1.91600
0.26400,0.98597,0.43629,1.91505
0.26700,0.98577,0.43682,1.91410
0.27000,0.98558,0.43738,1.91309
0.27300,0.98538,0.43792,1.91228
0.27600,0.98519,0.43848,1.91147
0.27900,0.98499,0.43903,1.91066
0.28200,0.98480,0.43957,1.90971
0.28500,0.98461,0.44011,1.90904
0.28800,0.98442,0.44066,1.90836
0.29100,0.98422,0.44120,1.90768
0.29400,0.98404,0.44173,1.90714
0.29700,0.98385,0.44228,1.90660
0.30000,0.98367,0.44280,1.90599
0.30300,0.98348,0.44332,1.90552
0.30600,0.98330,0.44385,1.90505
0.30900,0.98311,0.44440,1.90464
0.31200,0.98292,0.44494,1.90424
0.31500,0.98273,0.44550,1.90397
0.31800,0.98254,0.44604,1.90376
0.32100,0.98235,0.44660,1.90349
0.32400,0.98216,0.44717,1.90322
0.32700,0.98196,0.44775,1.90289
0.33000,0.98175,0.44834,1.90262
0.33300,0.98156,0.44888,1.90234
0.33600,0.98136,0.44947,1.90221
0.33900,0.98116,0.45006,1.90207
0.34200,0.98095,0.45066,1.90194
0.34500,0.98075,0.45125,1.90160
0.34800,0.98054,0.45185,1.90147
0.35100,0.98034,0.45246,1.90133
0.35400,0.98013,0.45303,1.90133
0.35700,0.97993,0.45363,1.90140
0.36000,0.97973,0.45421,1.90153
0.36300,0.97952,0.45482,1.90167
0.36600,0.97933,0.45538,1.90187
0.36900,0.97913,0.45595,1.90214
0.37200,0.97893,0.45653,1.90241
0.37500,0.97874,0.45710,1.90275
0.37800,0.97854,0.45767,1.90322
0.38100,0.97835,0.45825,1.90370
0.38400,0.97815,0.45882,1.90424
0.38700,0.97795,0.45938,1.90485
0.39000,0.97775,0.45994,1.90539
0.39300,0.97757,0.46049,1.90606
0.39600,0.97736,0.46108,1.90667
0.39900,0.97717,0.46163,1.90714
0.40200,0.97695,0.46223,1.90768
0.40500,0.97675,0.46282,1.90836
0.40800,0.97654,0.46343,1.90863
0.41100,0.97632,0.46404,1.90910
0.41400,0.97610,0.46467,1.90951
0.41700,0.97588,0.46529,1.90991
0.42000,0.97565,0.46593,1.91039
0.42300,0.97543,0.46655,1.91100
0.42600,0.97522,0.46718,1.91160
0.42900,0.97498,0.46784,1.91221
0.43200,0.97476,0.46845,1.91289
0.43500,0.97453,0.46909,1.91350
0.43800,0.97431,0.46971,1.91424
0.44100,0.97408,0.47035,1.91505
0.44400,0.97386,0.47096,1.91600
0.44700,0.97364,0.47160,1.91694
0.45000,0.97342,0.47220,1.91796
0.45300,0.97318,0.47283,1.91897
0.45600,0.97297,0.47342,1.92005
0.45900,0.97275,0.47403,1.92120
0.46200,0.97253,0.47464,1.92248
0.46500,0.97232,0.47521,1.92370
0.46800,0.97210,0.47580,1.92505
0.47100,0.97189,0.47638,1.92640
0.47400,0.97167,0.47696,1.92769
0.47700,0.97145,0.47754,1.92917
0.48000,0.97123,0.47813,1.93053
0.48300,0.97101,0.47871,1.93188
0.48600,0.97079,0.47930,1.93316
0.48900,0.97056,0.47991,1.93445
0.49200,0.97032,0.48052,1.93580
0.49500,0.97009,0.48113,1.93728
0.49800,0.96987,0.48171,1.93870
0.50100,0.96963,0.48231,1.94005
0.50400,0.96940,0.48293,1.94134
0.50700,0.96915,0.48355,1.94269
0.51000,0.96891,0.48418,1.94404
0.51300,0.96867,0.48480,1.94539
0.51600,0.96843,0.48541,1.94695
0.51900,0.96818,0.48603,1.94823
0.52200,0.96793,0.48666,1.94972
0.52500,0.96769,0.48727,1.95114
0.52800,0.96743,0.48792,1.95262
0.53100,0.96718,0.48851,1.95404
0.53400,0.96693,0.48915,1.95533
0.53700,0.96668,0.48977,1.95668
0.54000,0.96643,0.49039,1.95817
0.54300,0.96617,0.49102,1.95938
0.54600,0.96591,0.49164,1.96073
0.54900,0.96566,0.49225,1.96215
0.55200,0.96540,0.49289,1.96344
0.55500,0.96514,0.49352,1.96486
0.55800,0.96488,0.49413,1.96648
0.56100,0.96461,0.49479,1.96790
0.56400,0.96435,0.49540,1.96918
0.56700,0.96409,0.49602,1.97060
0.57000,0.96383,0.49663,1.97216
0.57300,0.96357,0.49724,1.97364
0.57600,0.96331,0.49785,1.97520
0.57900,0.96306,0.49845,1.97682
0.58200,0.96279,0.49906,1.97844
0.58500,0.96253,0.49965,1.97993
0.58800,0.96228,0.50024,1.98168
0.59100,0.96201,0.50086,1.98304
0.59400,0.96174,0.50147,1.98473
0.59700,0.96149,0.50205,1.98641
0.60000,0.96123,0.50265,1.98810
0.60300,0.96096,0.50323,1.98973
0.60600,0.96070,0.50381,1.99121
0.60900,0.96044,0.50440,1.99290
0.61200,0.96016,0.50501,1.99446
0.61500,0.95990,0.50561,1.99608
0.61800,0.95962,0.50622,1.99757
0.62100,0.95934,0.50682,1.99892
0.62400,0.95906,0.50743,2.00040
0.62700,0.95878,0.50806,2.00203
0.63000,0.95850,0.50866,2.00338
0.63300,0.95821,0.50928,2.00466
0.63600,0.95793,0.50989,2.00595
0.63900,0.95764,0.51050,2.00736
0.64200,0.95735,0.51113,2.00858
0.64500,0.95705,0.51177,2.00973
0.64800,0.95677,0.51238,2.01101
0.65100,0.95647,0.51301,2.01203
0.65400,0.95617,0.51363,2.01324
0.65700,0.95588,0.51425,2.01433
0.66000,0.95558,0.51489,2.01541
0.66300,0.95527,0.51552,2.01656
0.66600,0.95497,0.51616,2.01750
0.66900,0.95467,0.51678,2.01852
0.67200,0.95436,0.51741,2.01953
0.67500,0.95406,0.51805,2.02061
0.67800,0.95376,0.51867,2.02176
0.68100,0.95346,0.51929,2.02284
0.68400,0.95316,0.51990,2.02399
0.68700,0.95286,0.52051,2.02514
0.69000,0.95256,0.52113,2.02622
0.69300,0.95225,0.52176,2.02730
0.69600,0.95196,0.52235,2.02838
0.69900,0.95164,0.52301,2.02953
0.70200,0.95136,0.52357,2.03054
0.70500,0.95106,0.52418,2.03163
0.70800,0.95076,0.52479,2.03264
0.71100,0.95045,0.52541,2.03365
0.71400,0.95014,0.52602,2.03460
0.71700,0.94981,0.52667,2.03528
0.72000,0.94949,0.52732,2.03602
0.72300,0.94916,0.52798,2.03676
0.72600,0.94882,0.52866,2.03751
0.72900,0.94850,0.52929,2.03825
0.73200,0.94816,0.52996,2.03859
0.73500,0.94782,0.53064,2.03913
0.73800,0.94747,0.53133,2.03967
0.74100,0.94712,0.53202,2.04001
0.74400,0.94676,0.53272,2.04041
0.74700,0.94641,0.53341,2.04082
0.75000,0.94606,0.53409,2.04122
0.75300,0.94571,0.53479,2.04149
0.75600,0.94536,0.53548,2.04197
0.75900,0.94500,0.53618,2.04237
0.76200,0.94467,0.53683,2.04264
0.76500,0.94433,0.53750,2.04298
0.76800,0.94399,0.53815,2.04345
0.77100,0.94365,0.53882,2.04393
0.77400,0.94332,0.53947,2.04440
0.77700,0.94299,0.54012,2.04480
0.78000,0.94266,0.54075,2.04507
0.78300,0.94232,0.54142,2.04534
0.78600,0.94198,0.54208,2.04568
0.78900,0.94163,0.54277,2.04589
0.79200,0.94127,0.54346,2.04616
0.79500,0.94094,0.54409,2.04636
0.79800,0.94060,0.54477,2.04643
0.80100,0.94025,0.54544,2.04656
0.80400,0.93990,0.54613,2.04670
0.80700,0.93953,0.54683,2.04676
0.81000,0.93918,0.54752,2.04676
0.81300,0.93881,0.54822,2.04670
0.81600,0.93845,0.54893,2.04643
0.81900,0.93809,0.54964,2.04622
0.82200,0.93772,0.55035,2.04595
0.82500,0.93735,0.55108,2.04568
0.82800,0.93700,0.55175,2.04548
0.83100,0.93664,0.55245,2.04521
0.83400,0.93629,0.55314,2.04480
0.83700,0.93593,0.55383,2.04447
0.84000,0.93558,0.55453,2.04413
0.84300,0.93522,0.55522,2.04399
0.84600,0.93488,0.55589,2.04379
0.84900,0.93454,0.55655,2.04359
0.85200,0.93420,0.55721,2.04332
0.85500,0.93385,0.55790,2.04298
0.85800,0.93349,0.55861,2.04264
0.86100,0.93316,0.55926,2.04237
0.86400,0.93281,0.55995,2.04217
0.86700,0.93247,0.56062,2.04176
0.87000,0.93212,0.56131,2.04136
0.87300,0.93176,0.56199,2.04082
0.87600,0.93142,0.56266,2.04048
0.87900,0.93107,0.56335,2.04001
0.88200,0.93072,0.56404,2.03940
0.88500,0.93037,0.56474,2.03886
0.88800,0.93003,0.56543,2.03825
0.89100,0.92966,0.56615,2.03771
0.89400,0.92933,0.56681,2.03710
0.89700,0.92898,0.56750,2.03642
0.90000,0.92863,0.56820,2.03575
0.90300,0.92828,0.56889,2.03500
0.90600,0.92795,0.56957,2.03446
0.90900,0.92760,0.57026,2.03386
0.91200,0.92726,0.57095,2.03318
0.91500,0.92691,0.57164,2.03237
0.91800,0.92657,0.57233,2.03169
0.92100,0.92623,0.57301,2.03088
0.92400,0.92589,0.57372,2.03014
0.92700,0.92557,0.57437,2.02933
0.93000,0.92523,0.57505,2.02845
0.93300,0.92489,0.57573,2.02757
0.93600,0.92455,0.57641,2.02690
0.93900,0.92422,0.57709,2.02615
0.94200,0.92389,0.57777,2.02527
0.94500,0.92356,0.57845,2.02439
0.94800,0.92323,0.57913,2.02345
0.95100,0.92290,0.57981,2.02264
0.95400,0.92258,0.58047,2.02183
0.95700,0.92224,0.58116,2.02102
0.96000,0.92193,0.58181,2.02020
0.96300,0.92161,0.58248,2.01933
0.96600,0.92128,0.58314,2.01852
0.96900,0.92097,0.58380,2.01784
0.97200,0.92065,0.58447,2.01696
0.97500,0.92033,0.58515,2.01615
0.97800,0.92001,0.58582,2.01534
0.98100,0.91969,0.58649,2.01446
0.98400,0.91937,0.58715,2.01365
0.98700,0.91905,0.58783,2.01270
0.99000,0.91872,0.58853,2.01176
0.99300,0.91841,0.58918,2.01088
0.99600,0.91809,0.58986,2.01000
0.99900,0.91778,0.59052,2.00919
1.00200,0.91747,0.59119,2.00831
1.00500,0.91715,0.59188,2.00730
1.00800,0.91684,0.59256,2.00635
1.01100,0.91653,0.59322,2.00540
1.01400,0.91622,0.59389,2.00466
1.01700,0.91591,0.59454,2.00385
1.02000,0.91561,0.59521,2.00311
1.02300,0.91529,0.59589,2.00236
1.02600,0.91501,0.59650,2.00162
1.02900,0.91472,0.59714,2.00108
1.03200,0.91443,0.59777,2.00034
1.03500,0.91414,0.59840,1.99973
1.03800,0.91385,0.59903,1.99905
1.04100,0.91356,0.59967,1.99844
1.04400,0.91327,0.60030,1.99770
1.04700,0.91298,0.60094,1.99702
1.05000,0.91269,0.60159,1.99608
1.05300,0.91239,0.60224,1.99520
1.05600,0.91209,0.60293,1.99419
1.05900,0.91180,0.60356,1.99317
1.06200,0.91150,0.60421,1.99216
1.06500,0.91120,0.60490,1.99088
1.06800,0.91090,0.60557,1.98986
1.07100,0.91060,0.60623,1.98892
1.07400,0.91032,0.60688,1.98804
1.07700,0.91003,0.60752,1.98729
