time,x,y,theta
3000.00000,0.99933,0.40145,2.15637
6000.00000,0.99933,0.40145,2.15637
9000.00000,0.99933,0.40145,2.15637
12000.00000,0.99933,0.40145,2.15637
15000.00000,0.99933,0.40145,2.15637
18000.00000,0.99933,0.40145,2.15637
21000.00000,0.99933,0.40145,2.15637
24000.00000,0.99933,0.40145,2.15637
27000.00000,0.99933,0.40145,2.15637
30000.00000,0.99933,0.40145,2.15637
33000.00000,0.99933,0.40145,2.15637
36000.00000,0.99933,0.40145,2.15637
39000.00000,0.99933,0.40145,2.15637
42000.00000,0.99933,0.40145,2.15637
45000.00000,0.99933,0.40145,2.15637
48000.00000,0.99933,0.40145,2.15637
51000.00000,0.99933,0.40145,2.15637
54000.00000,0.99933,0.40145,2.15637
57000.00000,0.99933,0.40145,2.15637
60000.00000,0.99913,0.40145,2.15637
63000.00000,0.99913,0.40145,2.15637
66000.00000,0.99913,0.40145,2.15637
69000.00000,0.99913,0.40145,2.15637
72000.00000,0.99913,0.40179,2.15637
75000.00000,0.99913,0.40179,2.15637
78000.00000,0.99913,0.40179,2.15637
81000.00000,0.99913,0.40179,2.15637
84000.00000,0.99913,0.40179,2.15637
87000.00000,0.99913,0.40179,2.15637
90000.00000,0.99913,0.40179,2.15637
93000.00000,0.99913,0.40179,2.15637
96000.00000,0.99913,0.40179,2.15637
99000.00000,0.99913,0.40179,2.15637
102000.00000,0.99913,0.40179,2.15637
105000.00000,0.99913,0.40179,2.15637
108000.00000,0.99913,0.40179,2.15637
111000.00000,0.99913,0.40179,2.15637
114000.00000,0.99913,0.40179,2.15637
117000.00000,0.99913,0.40179,2.15637
120000.00000,0.99913,0.40179,2.15637
123000.00000,0.99913,0.40179,2.15637
126000.00000,0.99913,0.40179,2.27590
129000.00000,0.99913,0.40179,2.27590
132000.00000,0.99913,0.40179,2.27590
135000.00000,0.99913,0.40179,2.27590
138000.00000,0.99913,0.40179,2.27590
141000.00000,0.99913,0.40179,2.27590
144000.00000,0.99913,0.40179,2.27590
147000.00000,0.99913,0.40179,2.27590
