Angle, Distance
0.120850 1.762000
0.340576 1.762000
0.560303 1.764000
0.763550 1.766000
0.983276 1.770000
1.186523 1.772000
1.406250 1.766000
1.620483 1.762000
1.823730 1.764000
2.043457 1.766000
2.263184 1.770000
2.466431 1.770000
2.686157 1.770000
2.905884 1.770000
3.109131 1.770000
3.323364 1.772000
3.543091 1.774000
3.746338 1.772000
3.966064 1.770000
4.185791 1.772000
4.389038 1.774000
4.608765 1.774000
4.812012 1.778000
5.026245 1.778000
5.245972 1.778000
5.449219 1.782000
5.668945 1.782000
5.888672 1.784000
6.091919 1.786000
6.311646 1.784000
6.525879 1.782000
6.729126 1.782000
7.135620 0.000000
7.168579 1.784000
7.564087 0.000000
7.778320 0.000000
7.855225 1.734000
8.212280 0.000000
8.426514 0.000000
8.497925 1.740000
8.860474 0.000000
9.074707 0.000000
9.294434 0.000000
9.354858 1.672000
9.558105 1.672000
9.777832 1.678000
9.997559 1.686000
10.371094 0.000000
10.420532 1.718000
10.623779 1.746000
11.019287 0.000000
11.057739 1.754000
11.453247 0.000000
11.667480 0.000000
11.881714 0.000000
12.101440 0.000000
12.315674 0.000000
12.343140 1.690000
12.749634 0.000000
12.963867 0.000000
13.612061 0.000000
13.809814 0.836000
14.029541 0.836000
14.452515 0.836000
14.886475 0.738000
15.106201 0.738000
15.325928 0.734000
15.529175 0.730000
15.748901 0.730000
15.968628 0.730000
16.171875 0.732000
16.386108 0.728000
16.605835 0.728000
16.633301 0.000000
16.809082 0.730000
16.853027 0.000000
17.028809 0.734000
17.248535 0.738000
17.281494 0.000000
17.501221 0.000000
17.715454 0.000000
17.874756 0.742000
17.929688 0.000000
18.149414 0.000000
18.577881 0.000000
18.764648 0.914000
18.792114 0.000000
19.011841 0.000000
19.226074 0.000000
19.440308 0.000000
19.660034 0.000000
20.654297 0.736000
20.874023 0.728000
21.077271 0.724000
21.357422 0.722000
21.560669 0.720000
21.780396 0.716000
21.994629 0.714000
22.197876 0.718000
22.417603 0.720000
22.637329 0.722000
22.681274 0.000000
22.796631 0.726000
22.999878 0.732000
23.115234 0.000000
23.214111 0.732000
23.329468 0.000000
23.543701 0.000000
23.637085 0.732000
23.763428 0.000000
24.543457 0.808000
24.746704 0.806000
24.966431 0.800000
25.186157 0.796000
25.389404 0.798000
25.609131 0.800000
25.823364 0.798000
26.026611 0.800000
26.246338 0.802000
26.350708 0.000000
26.466064 0.804000
26.570435 0.000000
26.669312 0.804000
26.998901 0.000000
27.218628 0.000000
27.312012 0.806000
27.432861 0.000000
27.647095 0.000000
27.866821 0.000000
28.081055 0.000000
28.229370 1.984000
28.295288 0.000000
28.432617 1.974000
28.515015 0.000000
28.652344 1.960000
28.872070 1.956000
29.075317 1.944000
29.295044 1.930000
29.514771 1.916000
29.718018 1.900000
29.932251 1.892000
30.201416 1.882000
30.421143 1.870000
30.635376 1.860000
30.838623 1.852000
31.058350 1.844000
31.261597 1.830000
31.481323 1.816000
31.701050 1.808000
31.904297 1.798000
